,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,clust
2898,36033,0,3,1,1,36033,13,0,0,4079,0,Ocassional Flyers
2899,34086,0,3,1,1,19669,18,1500,3,5344,1,Ocassional Flyers
2900,11690,0,1,1,1,0,0,0,0,360,0,Ocassional Flyers
2901,25898,0,1,1,1,7834,3,0,0,1588,0,Ocassional Flyers
2902,14957,0,1,1,1,0,0,0,0,2634,0,Ocassional Flyers
2903,24893,0,1,1,1,0,0,0,0,1652,0,Ocassional Flyers
2904,24277,0,2,1,1,5330,5,0,0,3796,0,Ocassional Flyers
2905,103796,0,5,1,1,63335,26,250,1,5021,1,Ocassional Flyers
2906,4224,0,1,1,1,0,0,0,0,336,0,Ocassional Flyers
2907,15676,0,1,1,1,0,0,0,0,3178,0,Ocassional Flyers
2908,72297,0,3,1,1,16241,16,0,0,1587,1,Ocassional Flyers
2909,92646,0,4,1,1,27177,16,0,0,4523,0,Ocassional Flyers
2910,66875,0,1,1,1,3206,17,0,0,4308,1,Ocassional Flyers
2911,49129,0,2,1,1,16921,18,500,1,2692,1,Ocassional Flyers
2912,11908,0,1,1,1,0,0,0,0,5240,0,Ocassional Flyers
2913,233656,0,4,1,1,41941,14,500,1,4266,0,Ocassional Flyers
2914,7591,0,1,1,1,0,0,0,0,926,0,Ocassional Flyers
2915,36219,0,1,1,1,4044,10,0,0,4595,0,Ocassional Flyers
2916,22048,0,1,1,1,100,1,0,0,1702,0,Ocassional Flyers
2917,24608,0,5,1,1,62774,21,0,0,5430,1,Ocassional Flyers
2918,2000,0,1,1,1,0,0,0,0,520,0,Ocassional Flyers
2919,39450,0,1,1,1,0,0,0,0,1529,0,Ocassional Flyers
2920,29244,0,2,1,1,6252,13,0,0,2650,0,Ocassional Flyers
2921,1100,0,1,1,1,1100,2,0,0,438,0,Ocassional Flyers
2922,18545,0,3,1,1,25053,22,0,0,2304,1,Ocassional Flyers
2923,14775,0,1,1,1,14275,9,0,0,1519,0,Ocassional Flyers
2924,52084,0,1,1,1,4836,7,0,0,4222,0,Ocassional Flyers
2925,17769,0,1,2,1,5165,10,0,0,1807,0,Ocassional Flyers
2926,13381,0,1,1,1,1000,8,0,0,8289,0,Ocassional Flyers
2927,41279,967,1,1,1,3664,4,3164,3,4233,0,Ocassional Flyers
2928,85346,0,1,1,1,2835,3,0,0,2748,1,Ocassional Flyers
2929,99405,0,1,1,1,14150,11,2150,9,5400,1,Ocassional Flyers
2930,131755,909,4,1,1,37299,16,0,0,3952,1,Ocassional Flyers
2931,7606,0,4,1,1,29307,17,0,0,2930,1,Ocassional Flyers
2932,63193,0,3,1,1,20372,14,100,1,3036,1,Ocassional Flyers
2933,415070,588,5,1,1,153183,41,3802,20,6423,1,Ocassional Flyers
2934,222312,0,4,1,1,29039,17,0,0,3721,0,Ocassional Flyers
2935,152284,0,5,1,1,77045,38,1648,10,4996,1,Ocassional Flyers
2936,16986,0,1,1,1,0,0,0,0,3676,0,Ocassional Flyers
2937,65573,0,1,1,1,3875,23,0,0,7130,0,Ocassional Flyers
2938,1000,0,1,1,1,0,0,0,0,2126,0,Ocassional Flyers
2939,23193,0,1,1,1,650,4,550,3,7861,1,Ocassional Flyers
2940,23226,0,1,1,1,2236,2,0,0,3343,1,Ocassional Flyers
2941,67615,0,3,1,1,14168,13,0,0,6413,0,Ocassional Flyers
2942,16622,0,1,1,1,0,0,0,0,7229,0,Ocassional Flyers
2943,285116,0,1,1,1,8471,18,500,1,7406,1,Ocassional Flyers
2944,45340,0,3,1,1,14063,16,500,1,4660,1,Ocassional Flyers
2945,31211,0,1,1,1,280,4,100,1,6330,0,Ocassional Flyers
2946,13114,0,2,1,1,14029,13,0,0,6289,1,Ocassional Flyers
2947,117852,2376,1,1,1,11406,21,3850,13,6186,1,Ocassional Flyers
2948,164178,2364,4,1,1,35314,23,1100,3,4883,1,Ocassional Flyers
2949,44247,948,4,1,1,40939,26,0,0,6184,1,Ocassional Flyers
2950,34855,0,1,1,1,230,3,0,0,2882,0,Ocassional Flyers
2951,7254,0,1,1,1,0,0,0,0,4323,0,Ocassional Flyers
2952,1724,0,3,1,1,27305,20,0,0,1784,1,Ocassional Flyers
2953,45781,0,2,1,1,6498,13,0,0,5801,0,Ocassional Flyers
2954,135408,0,5,1,1,62224,15,607,1,2697,1,Ocassional Flyers
2955,30306,0,1,1,1,2500,1,0,0,4309,0,Ocassional Flyers
2956,66539,0,3,1,1,27894,17,0,0,2741,0,Ocassional Flyers
2957,82380,0,1,1,1,2601,13,0,0,5071,0,Ocassional Flyers
2958,44214,0,3,1,1,24928,13,0,0,2259,0,Ocassional Flyers
2959,179042,0,1,1,1,25078,50,3350,15,6456,1,Ocassional Flyers
2960,19850,0,1,1,1,500,1,500,1,4376,1,Ocassional Flyers
2961,114070,0,2,1,1,16293,24,250,1,5818,0,Ocassional Flyers
2962,179433,0,4,1,1,30476,15,0,0,7187,0,Ocassional Flyers
2963,54148,0,4,1,1,40233,14,350,1,5949,1,Ocassional Flyers
2964,39946,0,3,1,1,16951,14,0,0,5282,1,Ocassional Flyers
2965,72178,0,1,1,1,2100,10,0,0,5139,1,Ocassional Flyers
2966,72027,0,1,1,1,0,0,0,0,2386,0,Ocassional Flyers
2967,109625,0,5,1,1,63372,19,500,1,5056,1,Ocassional Flyers
2968,4087,0,1,1,1,500,4,0,0,4684,0,Ocassional Flyers
2969,388455,0,5,1,1,114329,26,6078,8,7164,1,Ocassional Flyers
2970,20540,0,1,1,1,5731,15,500,1,1970,0,Ocassional Flyers
2971,32015,0,1,1,1,6000,6,0,0,4574,0,Ocassional Flyers
2972,36936,0,1,1,1,2875,16,0,0,5492,1,Ocassional Flyers
2973,38822,0,1,1,1,2000,9,0,0,5304,0,Ocassional Flyers
2974,115655,0,4,1,1,64968,21,500,1,5631,1,Ocassional Flyers
2975,16176,0,1,1,1,0,0,0,0,4170,0,Ocassional Flyers
2976,10741,0,1,1,1,6593,8,1108,2,1579,1,Ocassional Flyers
2977,2000,0,1,1,1,0,0,0,0,3188,0,Ocassional Flyers
2978,16090,0,1,1,1,850,6,850,6,2592,0,Ocassional Flyers
2979,14776,0,1,1,1,500,1,0,0,6952,0,Ocassional Flyers
2980,145074,0,1,1,1,8000,4,0,0,6746,1,Ocassional Flyers
2981,706,0,1,1,1,730,3,100,1,1739,1,Ocassional Flyers
2982,20971,1490,4,1,1,43527,34,0,0,1695,1,Ocassional Flyers
2983,24292,0,2,1,1,6558,10,0,0,5276,1,Ocassional Flyers
2984,2000,0,1,1,1,0,0,0,0,1479,0,Ocassional Flyers
2985,153664,0,5,1,1,55567,17,0,0,1881,0,Ocassional Flyers
2986,88232,0,1,1,1,11550,5,550,3,3729,1,Ocassional Flyers
2987,202168,0,3,1,1,12463,18,0,0,2098,1,Ocassional Flyers
2988,58195,0,3,1,1,24808,13,0,0,2838,0,Ocassional Flyers
2989,32774,0,1,1,1,0,0,0,0,6304,1,Ocassional Flyers
2990,133445,8264,1,1,1,3375,13,0,0,6492,1,Ocassional Flyers
2991,14889,0,1,1,1,1500,2,0,0,5393,0,Ocassional Flyers
2992,32563,0,1,1,1,4200,3,200,1,4282,0,Ocassional Flyers
2993,4151,0,1,1,1,375,3,0,0,5570,0,Ocassional Flyers
2994,20111,0,1,1,1,5653,12,0,0,4468,1,Ocassional Flyers
2995,61737,0,2,1,1,6789,12,0,0,2921,0,Ocassional Flyers
2996,141594,0,2,1,1,30565,16,0,0,3776,0,Ocassional Flyers
2997,24917,0,1,1,1,3948,14,0,0,1457,0,Ocassional Flyers
2998,127297,0,2,1,1,8510,12,0,0,8296,0,Ocassional Flyers
2999,26862,0,3,1,1,15510,15,0,0,4965,1,Ocassional Flyers
3000,7015,0,1,1,1,1150,3,150,2,3398,0,Ocassional Flyers
3001,12766,0,1,1,1,1900,4,400,2,4072,0,Ocassional Flyers
3002,47160,0,1,1,1,0,0,0,0,1898,0,Ocassional Flyers
3003,463494,0,3,1,1,27390,17,750,1,6323,1,Ocassional Flyers
3004,50016,0,3,1,1,13495,14,0,0,4548,0,Ocassional Flyers
3005,46003,0,1,1,1,1340,7,0,0,2698,0,Ocassional Flyers
3006,27590,0,1,1,1,100,1,0,0,3455,0,Ocassional Flyers
3007,117623,0,5,1,1,86582,26,1000,6,6477,1,Ocassional Flyers
3008,174910,0,4,1,1,63960,20,200,1,7110,1,Ocassional Flyers
3009,25080,0,1,1,1,2060,12,0,0,3795,0,Ocassional Flyers
3010,23781,0,1,1,1,50,1,50,1,3085,0,Ocassional Flyers
3011,98604,0,3,1,1,17490,15,0,0,4919,1,Ocassional Flyers
3012,31011,0,1,1,1,0,0,0,0,1130,0,Ocassional Flyers
3013,215946,0,1,1,1,2125,10,0,0,2740,0,Ocassional Flyers
3014,34103,0,3,1,1,34630,16,0,0,3115,1,Ocassional Flyers
3015,4735,0,1,1,1,275,2,0,0,4257,0,Ocassional Flyers
3016,73027,0,4,1,1,34002,19,0,0,4063,1,Ocassional Flyers
3017,10097,0,1,1,1,2700,1,2700,1,7498,0,Ocassional Flyers
3018,115154,0,3,1,1,13466,17,500,1,2440,0,Ocassional Flyers
3019,242018,0,1,1,1,3050,3,550,2,3218,1,Ocassional Flyers
3020,26055,0,1,1,1,647,9,0,0,4464,0,Ocassional Flyers
3021,32898,0,1,1,1,1000,1,0,0,3777,0,Ocassional Flyers
3022,3977,0,1,1,1,0,0,0,0,3593,0,Ocassional Flyers
3023,114067,0,4,1,1,42569,23,0,0,3336,0,Ocassional Flyers
3024,29754,6396,1,1,1,500,1,0,0,2655,0,Ocassional Flyers
3025,237093,0,4,1,1,42020,15,0,0,6240,0,Ocassional Flyers
3026,71767,0,5,1,1,67335,13,0,0,7570,1,Ocassional Flyers
3027,45149,0,1,1,1,21292,10,0,0,2949,0,Ocassional Flyers
3028,4137,0,3,1,1,15891,19,0,0,5588,1,Ocassional Flyers
3029,155385,0,3,1,1,15267,12,0,0,3624,0,Ocassional Flyers
3030,103240,0,4,1,1,44627,29,50,1,2993,1,Ocassional Flyers
3031,507371,0,4,1,1,51765,18,450,1,4770,1,Ocassional Flyers
3032,12221,0,1,1,1,511,4,0,0,3692,0,Ocassional Flyers
3033,76938,0,3,1,1,23503,13,0,0,2422,1,Ocassional Flyers
3034,21616,0,1,1,1,0,0,0,0,6291,0,Ocassional Flyers
3035,105458,0,1,1,1,750,4,700,2,4924,0,Ocassional Flyers
3036,15275,0,1,1,1,75,2,0,0,2761,0,Ocassional Flyers
3037,34458,0,1,1,1,1883,8,0,0,843,0,Ocassional Flyers
3038,131528,0,2,1,1,10365,17,500,1,6227,0,Ocassional Flyers
3039,235422,0,2,1,1,30208,14,0,0,2629,1,Ocassional Flyers
3040,72598,0,1,1,1,6090,8,1100,1,2804,0,Ocassional Flyers
3041,529886,7210,1,1,1,23866,26,7741,15,8296,1,Ocassional Flyers
3042,64138,0,3,1,1,22089,19,0,0,3257,0,Ocassional Flyers
3043,29919,0,1,1,1,1225,3,0,0,2949,0,Ocassional Flyers
3044,1054,0,1,1,1,15147,3,0,0,3133,1,Ocassional Flyers
3045,49052,0,4,1,1,46718,17,0,0,6575,1,Ocassional Flyers
3046,160703,0,4,1,1,32560,12,0,0,6666,0,Ocassional Flyers
3047,91813,0,1,1,1,8690,11,2000,4,3911,1,Ocassional Flyers
3048,9300,0,1,1,1,3250,18,0,0,1396,0,Ocassional Flyers
3049,27488,0,3,1,1,23927,21,0,0,2273,1,Ocassional Flyers
3050,66300,0,1,1,1,4750,6,1150,3,1884,0,Ocassional Flyers
3051,6551,0,1,1,1,300,3,300,3,1117,0,Ocassional Flyers
3052,70354,0,5,1,1,120907,22,0,0,7290,1,Ocassional Flyers
3053,140866,0,3,1,1,15906,17,0,0,5672,0,Ocassional Flyers
3054,95595,0,3,1,1,12060,14,0,0,5877,0,Ocassional Flyers
3055,15339,0,1,1,1,1375,4,0,0,628,0,Ocassional Flyers
3056,11031,0,1,1,1,1600,5,0,0,5762,0,Ocassional Flyers
3057,24475,0,1,1,1,800,8,800,8,1614,0,Ocassional Flyers
3058,2502,0,1,1,1,15500,4,500,1,4761,1,Ocassional Flyers
3059,219174,0,1,1,1,4500,5,2000,4,4265,0,Ocassional Flyers
3060,17500,0,1,1,1,17500,2,0,0,4167,0,Ocassional Flyers
3061,9800,589,1,1,1,10348,34,3000,25,6651,1,Ocassional Flyers
3062,61841,0,1,1,1,48700,49,0,0,1659,1,Ocassional Flyers
3063,55997,0,5,1,1,68320,23,0,0,5899,1,Ocassional Flyers
3064,31669,0,2,1,1,8384,15,0,0,6018,1,Ocassional Flyers
3065,10200,0,1,1,1,3625,15,0,0,1408,0,Ocassional Flyers
3066,11314,1000,1,1,1,741,4,0,0,3845,1,Ocassional Flyers
3067,51737,0,1,1,1,3119,19,0,0,1774,0,Ocassional Flyers
3068,16843,0,1,1,1,780,3,0,0,2112,0,Ocassional Flyers
3069,205126,0,5,1,1,126630,45,2250,10,7668,1,Ocassional Flyers
3070,131125,862,1,1,1,4993,11,50,1,1443,0,Ocassional Flyers
3071,33413,0,3,1,1,31605,8,0,0,647,1,Ocassional Flyers
3072,37529,0,4,1,1,25706,14,0,0,2558,1,Ocassional Flyers
3073,46672,500,3,1,1,22404,22,0,0,2021,0,Ocassional Flyers
3074,40091,0,2,1,1,7278,10,0,0,6959,0,Ocassional Flyers
3075,37093,0,1,1,1,4250,13,0,0,1810,0,Ocassional Flyers
3076,25463,0,2,1,1,7973,14,0,0,5813,0,Ocassional Flyers
3077,29056,0,1,1,1,4354,14,0,0,715,0,Ocassional Flyers
3078,1000,0,1,1,1,1000,1,0,0,148,0,Ocassional Flyers
3079,150972,0,1,1,1,2700,3,700,2,3645,1,Ocassional Flyers
3080,49804,0,1,1,1,0,0,0,0,2157,0,Ocassional Flyers
3081,27592,0,1,1,1,335,3,0,0,2633,0,Ocassional Flyers
3082,22551,0,1,1,1,0,0,0,0,1794,0,Ocassional Flyers
3083,62645,0,1,1,1,19602,11,0,0,1474,0,Ocassional Flyers
3084,127693,0,3,1,1,17383,15,0,0,6246,1,Ocassional Flyers
3085,44764,0,2,1,1,5539,6,0,0,2081,0,Ocassional Flyers
3086,22496,0,1,1,1,9712,14,500,1,3180,1,Ocassional Flyers
3087,11512,0,1,1,1,3667,14,0,0,4460,0,Ocassional Flyers
3088,9002,0,1,1,1,1586,9,0,0,4933,1,Ocassional Flyers
3089,18366,0,1,1,1,1100,3,1100,3,4783,1,Ocassional Flyers
3090,18727,0,1,1,1,0,0,0,0,3524,0,Ocassional Flyers
3091,6158,0,4,1,1,27754,14,0,0,5546,1,Ocassional Flyers
3092,41048,0,1,1,1,1195,3,0,0,4856,0,Ocassional Flyers
3093,20426,0,1,1,1,3993,7,3493,6,4194,0,Ocassional Flyers
3094,36146,0,1,1,1,4091,10,3091,9,1975,1,Ocassional Flyers
3095,17810,0,1,1,1,1375,4,0,0,4294,0,Ocassional Flyers
3096,36844,0,2,1,1,21715,16,0,0,3161,0,Ocassional Flyers
3097,94167,0,1,1,1,6500,4,500,1,5990,1,Ocassional Flyers
3098,35766,0,4,1,1,49702,20,784,1,3503,1,Ocassional Flyers
3099,61450,0,2,1,1,7927,10,0,0,4383,0,Ocassional Flyers
3100,102339,0,4,1,1,47498,19,0,0,6156,0,Ocassional Flyers
3101,1125076,0,3,1,1,23046,14,0,0,8107,0,Ocassional Flyers
3102,137402,0,1,1,1,950,6,200,3,4685,1,Ocassional Flyers
3103,27310,0,3,1,1,15537,16,500,1,3623,1,Ocassional Flyers
3104,104523,0,1,1,1,4000,2,0,0,2073,1,Ocassional Flyers
3105,104338,0,1,1,1,2500,1,0,0,5982,0,Ocassional Flyers
3106,23294,0,1,1,1,420,4,0,0,2228,0,Ocassional Flyers
3107,67083,0,1,1,1,4600,4,500,1,4532,0,Ocassional Flyers
3108,208825,0,4,1,1,42007,23,0,0,3369,0,Ocassional Flyers
3109,22459,0,1,1,1,104,2,0,0,4215,0,Ocassional Flyers
3110,44668,0,1,1,1,872,2,0,0,1557,0,Ocassional Flyers
3111,31929,0,1,1,1,3500,3,1000,2,2019,1,Ocassional Flyers
3112,10084,0,1,1,1,500,1,500,1,5946,1,Ocassional Flyers
3113,189784,0,4,1,1,35464,18,2197,4,4190,1,Ocassional Flyers
3114,16128,0,1,1,1,475,3,0,0,2643,0,Ocassional Flyers
3115,14494,0,1,1,1,500,1,0,0,575,0,Ocassional Flyers
3116,140914,0,1,1,1,0,0,0,0,1791,0,Ocassional Flyers
3117,98343,0,4,1,1,31961,16,0,0,4971,1,Ocassional Flyers
3118,56213,0,1,1,1,3207,14,350,1,3900,0,Ocassional Flyers
3119,71507,0,1,1,1,3750,6,0,0,2934,0,Ocassional Flyers
3120,94938,0,3,1,1,12999,21,0,0,4310,0,Ocassional Flyers
3121,18239,0,1,1,1,0,0,0,0,1683,0,Ocassional Flyers
3122,130356,0,1,1,1,150,1,150,1,5910,0,Ocassional Flyers
3123,173543,0,5,1,1,92752,25,0,0,6329,1,Ocassional Flyers
3124,38995,0,1,1,1,1200,2,200,1,563,0,Ocassional Flyers
3125,51172,0,1,1,1,500,4,0,0,1939,1,Ocassional Flyers
3126,49777,2360,3,1,1,12241,12,0,0,4777,0,Ocassional Flyers
3127,126886,0,2,1,1,9120,17,0,0,4044,0,Ocassional Flyers
3128,118079,0,4,1,1,43298,16,500,1,4867,0,Ocassional Flyers
3129,132132,6920,3,1,1,20443,18,1310,4,3916,1,Ocassional Flyers
3130,8647,0,1,1,1,0,0,0,0,4036,0,Ocassional Flyers
3131,25934,0,1,1,1,370,3,0,0,2565,0,Ocassional Flyers
3132,196079,0,5,1,1,56890,21,0,0,4791,0,Ocassional Flyers
3133,739476,0,1,1,1,24215,8,322,1,5678,1,Ocassional Flyers
3134,47938,0,3,1,1,12656,13,0,0,5708,0,Ocassional Flyers
3135,17818,0,1,1,1,0,0,0,0,1709,0,Ocassional Flyers
3136,55996,867,3,1,1,12165,14,0,0,3582,0,Ocassional Flyers
3137,11303,0,1,1,1,0,0,0,0,119,0,Ocassional Flyers
3138,329497,0,5,1,1,57264,12,0,0,6484,1,Ocassional Flyers
3139,35119,0,1,1,1,0,0,0,0,6749,0,Ocassional Flyers
3140,48161,0,4,1,1,41174,24,0,0,6294,1,Ocassional Flyers
3141,22215,0,1,1,1,2375,12,0,0,1857,0,Ocassional Flyers
3142,22029,0,1,1,1,2882,14,0,0,1597,0,Ocassional Flyers
3143,2104,0,1,1,1,0,0,0,0,466,0,Ocassional Flyers
3144,98753,0,1,1,1,1475,5,0,0,2619,1,Ocassional Flyers
3145,65812,0,1,1,1,185,2,0,0,2854,0,Ocassional Flyers
3146,84914,0,3,1,1,27482,25,0,0,6994,0,Ocassional Flyers
3147,55237,0,2,1,1,5547,14,0,0,6358,0,Ocassional Flyers
3148,89945,0,2,1,1,14218,16,350,1,5680,0,Ocassional Flyers
3149,77285,0,5,1,1,63841,32,0,0,6417,1,Ocassional Flyers
3150,8557,0,1,1,1,200622,5,622,3,1955,1,Ocassional Flyers
3151,10355,0,2,1,1,6510,10,0,0,3918,0,Ocassional Flyers
3152,78231,0,3,1,1,19182,13,0,0,3102,1,Ocassional Flyers
3153,95100,0,1,1,1,1250,3,1250,3,5671,0,Ocassional Flyers
3154,37563,0,2,1,1,8142,14,0,0,3925,0,Ocassional Flyers
3155,49749,0,3,1,1,13609,18,0,0,3265,1,Ocassional Flyers
3156,53914,0,3,1,1,33767,45,5550,29,6826,1,Ocassional Flyers
3157,104860,0,3,1,1,28426,28,1150,3,6931,1,Ocassional Flyers
3158,11542,0,4,1,1,49100,16,1500,3,5405,1,Ocassional Flyers
3159,434,0,1,1,1,15530,5,0,0,3628,1,Ocassional Flyers
3160,62124,0,1,1,1,0,0,0,0,2355,1,Ocassional Flyers
3161,37618,0,3,1,1,17385,7,0,0,5818,0,Ocassional Flyers
3162,125948,0,3,1,1,15155,15,0,0,6761,1,Ocassional Flyers
3163,116288,0,5,1,1,65073,18,0,0,4209,0,Ocassional Flyers
3164,32678,0,1,1,1,0,0,0,0,4481,1,Ocassional Flyers
3165,66956,0,1,1,1,4520,5,1508,1,1342,0,Ocassional Flyers
3166,183370,0,1,1,1,30988,14,12988,9,4848,1,Ocassional Flyers
3167,62339,0,1,1,1,0,0,0,0,1507,0,Ocassional Flyers
3168,4787,0,1,1,1,3125,8,500,1,4734,1,Ocassional Flyers
3169,16875,0,1,1,1,500,1,0,0,1838,0,Ocassional Flyers
3170,5351,0,1,1,1,100,1,0,0,6450,0,Ocassional Flyers
3171,2692,0,1,1,1,800,4,50,1,2447,0,Ocassional Flyers
3172,24134,0,1,1,1,1250,3,0,0,2390,0,Ocassional Flyers
3173,85884,0,2,1,1,7742,9,0,0,4692,0,Ocassional Flyers
3174,276,0,1,1,1,2396,3,396,1,3042,1,Ocassional Flyers
3175,94201,0,3,1,1,21559,13,0,0,1716,0,Ocassional Flyers
3176,245021,0,3,1,1,13639,15,180,1,3984,0,Ocassional Flyers
3177,52537,0,4,1,1,49146,19,100,2,1944,1,Ocassional Flyers
3178,8454,0,1,1,1,498,9,0,0,6821,0,Ocassional Flyers
3179,278437,0,4,1,1,50888,26,0,0,4744,0,Ocassional Flyers
3180,84148,0,1,1,5,84148,7,0,0,1054,0,Ocassional Flyers
3181,51592,0,1,1,1,18678,9,0,0,2230,0,Ocassional Flyers
3182,59895,0,1,1,1,10500,4,0,0,3497,1,Ocassional Flyers
3183,50416,0,1,1,1,4574,13,450,1,1597,0,Ocassional Flyers
3184,137760,0,5,1,1,64949,13,0,0,2580,0,Ocassional Flyers
3185,8933,0,2,1,1,8860,14,0,0,7533,1,Ocassional Flyers
3186,48256,0,2,1,1,8942,14,0,0,2121,0,Ocassional Flyers
3187,86380,2643,1,1,1,13500,3,0,0,6102,1,Ocassional Flyers
3188,19998,0,1,1,1,4309,13,0,0,4995,1,Ocassional Flyers
3189,23984,0,1,1,1,2737,14,0,0,4905,0,Ocassional Flyers
3190,2124,0,1,1,1,2324,2,0,0,1487,1,Ocassional Flyers
3191,36665,0,1,1,1,3250,19,0,0,2951,0,Ocassional Flyers
3192,11218,0,1,1,1,3850,14,0,0,1604,0,Ocassional Flyers
3193,120576,0,5,1,1,58831,23,250,2,6896,1,Ocassional Flyers
3194,53027,0,2,1,1,30627,16,0,0,1290,0,Ocassional Flyers
3195,65784,0,1,1,1,10953,50,0,0,3169,1,Ocassional Flyers
3196,244216,0,4,1,1,39166,14,0,0,6214,0,Ocassional Flyers
3197,226941,1000,4,1,1,44771,17,0,0,4099,0,Ocassional Flyers
3198,26522,0,3,1,1,18479,13,0,0,4358,1,Ocassional Flyers
3199,148976,0,1,1,1,2650,3,650,2,2108,0,Ocassional Flyers
3200,144848,0,4,1,1,37056,15,0,0,5219,0,Ocassional Flyers
3201,143967,0,2,1,1,7346,11,0,0,7689,0,Ocassional Flyers
3202,137843,0,4,1,1,45416,24,250,1,6302,1,Ocassional Flyers
3203,29469,0,1,1,1,2522,4,0,0,8228,0,Ocassional Flyers
3204,24545,0,1,1,1,0,0,0,0,5671,0,Ocassional Flyers
3205,77097,0,4,1,1,42403,22,1718,4,6683,1,Ocassional Flyers
3206,21950,0,1,1,1,5739,16,0,0,1668,0,Ocassional Flyers
3207,63311,0,4,1,1,25048,14,0,0,6634,1,Ocassional Flyers
3208,31489,0,3,1,1,21950,21,0,0,2216,1,Ocassional Flyers
3209,33245,0,3,1,1,31390,17,0,0,1628,1,Ocassional Flyers
3210,25089,0,4,1,1,40763,19,550,2,5259,1,Ocassional Flyers
3211,14528,0,1,1,1,6000,7,3000,6,8289,0,Ocassional Flyers
3212,294881,0,5,1,1,84800,20,0,0,7279,1,Ocassional Flyers
3213,21393,0,1,1,1,5040,2,0,0,5262,0,Ocassional Flyers
3214,124004,0,2,1,1,9982,12,0,0,5815,0,Ocassional Flyers
3215,500,0,1,1,1,125,1,0,0,1355,0,Ocassional Flyers
3216,46272,0,1,1,1,5720,10,800,3,5092,1,Ocassional Flyers
3217,76659,0,1,1,1,0,0,0,0,4608,1,Ocassional Flyers
3218,7730,0,1,1,1,375,3,0,0,4659,0,Ocassional Flyers
3219,40255,0,1,1,1,2975,13,750,2,2880,0,Ocassional Flyers
3220,32160,0,1,1,1,1130,6,250,1,3883,0,Ocassional Flyers
3221,87851,0,4,1,1,28969,17,0,0,4026,0,Ocassional Flyers
3222,109133,0,3,1,1,21378,16,0,0,2989,0,Ocassional Flyers
3223,17336,0,1,1,1,2375,12,0,0,5934,0,Ocassional Flyers
3224,194949,0,1,1,1,10121,13,4621,10,4930,1,Ocassional Flyers
3225,56455,0,1,1,1,6000,3,0,0,4218,0,Ocassional Flyers
3226,18820,0,1,1,1,0,0,0,0,6549,0,Ocassional Flyers
3227,95989,0,5,1,1,92159,30,1329,4,7518,1,Ocassional Flyers
3228,54309,0,1,1,1,6772,7,250,1,4698,0,Ocassional Flyers
3229,47662,3071,1,1,1,100,1,100,1,760,0,Ocassional Flyers
3230,43595,0,1,1,1,4375,14,0,0,1867,0,Ocassional Flyers
3231,9575,0,1,1,1,0,0,0,0,1835,0,Ocassional Flyers
3232,156041,0,2,1,1,5644,13,0,0,5324,1,Ocassional Flyers
3233,91670,0,4,1,1,48193,17,1000,2,5365,1,Ocassional Flyers
3234,21843,0,1,1,1,1411,9,0,0,3177,1,Ocassional Flyers
3235,9375,0,1,1,1,3250,19,0,0,1410,0,Ocassional Flyers
3236,38411,0,1,1,1,500,1,500,1,3190,0,Ocassional Flyers
3237,35474,0,1,1,1,15086,6,0,0,1479,0,Ocassional Flyers
3238,412,0,1,1,1,13000,1,0,0,4761,1,Ocassional Flyers
3239,224081,0,4,1,1,40108,15,150,2,7059,0,Ocassional Flyers
3240,17079,0,1,1,1,4000,3,0,0,1605,0,Ocassional Flyers
3241,20702,0,4,1,1,30451,24,1100,5,5856,1,Ocassional Flyers
3242,13680,0,1,1,1,0,0,0,0,7073,1,Ocassional Flyers
3243,620498,0,5,1,1,25395,53,1750,14,8296,1,Ocassional Flyers
3244,35196,0,1,1,1,0,0,0,0,2922,0,Ocassional Flyers
3245,37162,0,1,1,1,0,0,0,0,6241,0,Ocassional Flyers
3246,10484,0,1,1,1,0,0,0,0,6375,0,Ocassional Flyers
3247,179207,0,1,1,1,7041,6,0,0,3169,0,Ocassional Flyers
3248,25316,0,1,1,1,0,0,0,0,3258,0,Ocassional Flyers
3249,20207,0,1,1,1,3033,12,0,0,3370,0,Ocassional Flyers
3250,44760,0,1,1,1,3105,6,100,2,5455,0,Ocassional Flyers
3251,26693,0,3,1,1,22057,14,0,0,1863,1,Ocassional Flyers
3252,192334,0,4,1,1,33950,21,1450,4,6366,1,Ocassional Flyers
3253,144171,0,4,1,1,33200,15,0,0,6073,0,Ocassional Flyers
3254,1000,0,1,1,1,0,0,0,0,594,0,Ocassional Flyers
3255,14075,0,1,1,1,4286,15,0,0,3513,0,Ocassional Flyers
3256,35900,0,1,1,1,0,0,0,0,7304,0,Ocassional Flyers
3257,57587,0,1,1,1,2620,6,0,0,5799,1,Ocassional Flyers
3258,18522,0,1,1,1,4100,8,600,5,3256,1,Ocassional Flyers
3259,23518,0,3,1,1,11843,13,0,0,1768,0,Ocassional Flyers
3260,152367,0,4,1,1,43406,24,700,3,3938,1,Ocassional Flyers
3261,160447,0,1,1,1,8578,25,0,0,6716,1,Ocassional Flyers
3262,5875,0,1,1,1,2125,10,0,0,997,0,Ocassional Flyers
3263,25076,1182,5,1,1,57203,14,0,0,6750,1,Ocassional Flyers
3264,56745,0,1,1,1,6000,3,0,0,3280,1,Ocassional Flyers
